stop_id,betweenness_centrality,stop_name,stop_lat,stop_lon
LTFRB_1715,0.08303144875106902,"Sinciego / F.B. Harrison St Intersection, Lungsod ng Pasay, Makati City",14.5567,120.991
LTFRB_1712,0.08302120992917991,"Senator Gil Puyat Ave, Lungsod ng Pasay, Manila",14.5529,120.992
LTFRB_566,0.0827655010547365,"Zabarte Road / Quirino Highway Intersection, Caloocan City",14.7316,121.049
LTFRB_4178,0.08260583871040104,"North Luzon Expressway, Marilao, Manila",14.7487,120.971
LTFRB_737,0.08244257304187061,"Quirino Highway, Quezon City",14.7246,121.041
LTFRB_670,0.08235350259730499,"North Luzon Expressway, City of Meycauayan",14.7456,120.973
LTFRB_4177,0.0822669020162062,"North Luzon Expressway, Marilao, Manila",14.7512,120.97
LTFRB_2888,0.08225256579633107,"South Luzon Expressway, Taguig City, Manila",14.4804,121.045
LTFRB_744,0.08222558627486747,"Novaliches Seventh Day Adventist Church, Quirino Highway, Quezon City, Manila",14.7266,121.041
LTFRB_4176,0.08192813352880751,"North Luzon Expressway, Marilao, Manila",14.7537,120.969
LTFRB_4175,0.08158965940330203,"North Luzon Expressway, Marilao, Manila",14.7564,120.967
LTFRB_2204,0.08147017610571598,"Aurora Blvd, Quezon City, Manila",14.6277,121.063
LTFRB_2904,0.08142509381211105,"South Luzon Expressway, Taguig City, Manila",14.5071,121.035
LTFRB_4197,0.08140545723604913,"MMDA EDSA-Central Terminal Bus Station Northbound, Quezon City, Manila",14.6469,121.036
LTFRB_746,0.08139697857129898,"Quirino Highway, Quezon City",14.7297,121.044
LTFRB_4174,0.0812515216913888,"North Luzon Expressway, Marilao, Manila",14.7589,120.966
LTFRB_4196,0.08124040431735002,"Epifanio de los Santos Av, Quezon City, Manila",14.6484,121.035
LTFRB_2896,0.0811885530050582,"E Service Rd, Parañaque City, Manila",14.5041,121.037
LTFRB_1261,0.08110918899913933,"Epifanio de los Santos Avenue / Trinoma Access Road, Quezon City",14.6505,121.034
LTFRB_1259,0.08099482239500538,"Epifanio de los Santos Avenue, Quezon City",14.6536,121.032
LTFRB_4173,0.08091384654816491,"North Luzon Expressway, Marilao, Manila",14.7616,120.964
LTFRB_1984,0.08082412316788325,"Epifanio de los Santos Avenue / Senator Gil Puyat Ave, Makati City, Manila",14.555,121.035
LTFRB_4243,0.08069161826423463,"MRT-3 Buendia Station, Makati City, Manila",14.5539,121.034
LTFRB_2882,0.08065969789905228,"South Luzon Expressway, Muntinlupa City, Manila",14.4582,121.045
LTFRB_4172,0.08057684423212554,"North Luzon Expressway, Marilao, Manila",14.7645,120.962
LTFRB_4171,0.08024076705346486,"North Luzon Expressway, Marilao, Manila",14.7673,120.961
LTFRB_4146,0.07992369724276646,"North Luzon Expressway, Marilao, Manila",14.7741,120.957
LTFRB_4170,0.07990603552917319,"North Luzon Expressway, Marilao, Manila",14.7699,120.96
LTFRB_4242,0.07987245116709873,"Epifanio de los Santos Av, Makati City, Manila",14.5518,121.031
LTFRB_4149,0.07957227119395925,"North Luzon Expressway, Marilao, Manila",14.7722,120.958
LTFRB_4147,0.0792387591689395,"North Luzon Expressway, Marilao, Manila",14.7735,120.958
LTFRB_1701,0.07881461024351488,"Hospital, A.Mabini, Manila",14.563,120.988
LTFRB_2206,0.07858608664917238,"Asian College of Science and Technology, Aurora Blvd, Quezon City, Manila",14.6292,121.069
LTFRB_4239,0.07826803166809596,"Epifanio de los Santos Av, Makati City, Manila",14.5458,121.024
LTFRB_4237,0.0782488140416385,"MRT-3 Magallanes Station, EDSA, Makati City, Manila",14.5419,121.019
LTFRB_4238,0.07821180854649068,"Epifanio de los Santos Av, Makati City, Manila",14.5438,121.022
LTFRB_2072,0.07788691488017604,"D. Tuazon / Eulogio Rodriguez Sr Ave Intersection, Manila",14.618,121.005
LTFRB_2614,0.0774422321011018,"South Luzon Expressway / E Service Rd Intersection, Muntinlupa City, Manila",14.4485,121.045
LTFRB_2208,0.07702174327754466,"St. Bridget School, Quezon City, Manila",14.631,121.073
LTFRB_1312,0.07678825878868693,"Andreas Bonifacio / Bataan Intersection, Quezon City",14.6452,120.994
LTFRB_1794,0.07632854081558896,"Ramon Magsaysay Blvd, Manila",14.6012,120.999
LTFRB_1640,0.07618827538541897,"Padre Burgos St, Manila",14.586,120.98
LTFRB_2613,0.07618084933694942,"South Luzon Expressway, Muntinlupa City, Manila",14.452,121.045
LTFRB_1116,0.07587463731787263,"North Luzon Expressway, Valenzuela City",14.7069,120.994
LTFRB_1135,0.07569151883523398,"North Luzon Expressway near Eternal Gardens Memorial Park, Caloocan City",14.67,121.0
LTFRB_1134,0.07541372531143112,"North Luzon Expressway, Caloocan City",14.6718,121.001
LTFRB_1310,0.07495246589923125,"Andreas Bonifacio, Quezon City",14.6421,120.993
LTFRB_4214,0.07494712275513322,"MRT-3 Cubao Station, Epifanio de los Santos Av, Quezon City, Manila",14.6185,121.052
LTFRB_4218,0.07488641945345811,"Epifanio de los Santos Av, Quezon City, Manila",14.6121,121.055
LTFRB_4215,0.07486598879722092,"Samson College of Science and Technology, Epifanio de los Santos Av, Quezon City, Manila",14.6169,121.052
LTFRB_4217,0.07483406508816376,"Main Avenue Cubao Bus Terminal Northbound, EDSA, Epifanio de los Santos Av, Quezon City, Manila",14.6137,121.054
LTFRB_2301,0.07482162333092358,"Roxas Blvd / Redemptorist Road Intersection, Parañaque City, Manila",14.532,120.993
LTFRB_2205,0.07472359851489502,"Aurora Blvd, Quezon City, Manila",14.6283,121.066
LTFRB_4416,0.07461989016226399,"Connecticut St / Colombia St, San Juan, Manila",14.6015,121.059
LTFRB_618,0.07431397185566853,"Our Lady Mercy Church, Quirino Highway, Caloocan City",14.7221,121.042
LTFRB_2303,0.07392095303244792,"Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila",14.5259,120.994
LTFRB_1050,0.07309967949881965,"Quirino Highway / Rockville Avenue Intersection, Quezon City",14.7013,121.035
LTFRB_4225,0.0730654911592593,"Epifanio de los Santos Av / White Plains Av, Mandaluyong City, Manila",14.5997,121.06
LTFRB_1991,0.07303296285740565,"Epifanio de los Santos Avenue, Makati City, Manila",14.5646,121.045
LTFRB_2302,0.07290506808724212,"Roxas Blvd / C. Rivera Intersection, Parañaque City, Manila",14.5292,120.994
LTFRB_1990,0.07282745620423815,"Epifanio de los Santos Avenue, Makati City, Manila",14.5621,121.043
LTFRB_1989,0.07267468238165628,"Estrella Flyover, Makati City, Manila",14.5602,121.041
LTFRB_2304,0.07252480604154442,"Roxas Blvd / Jose Abad Santos Intersection, Parañaque City, Manila",14.5236,120.994
LTFRB_2305,0.07224659200075123,"Roxas Blvd, Parañaque City, Manila",14.5213,120.994
LTFRB_1045,0.0722005090442761,"Quirino Highway, Quezon City",14.7135,121.04
LTFRB_2306,0.07212660448618102,"Roxas Blvd, Parañaque City, Manila",14.5189,120.993
LTFRB_1044,0.07199222697897252,"Quirino Highway, Quezon City",14.7151,121.04
LTFRB_2307,0.07183253695485291,"Manila-Cavite Expressway, Parañaque City, Manila",14.5142,120.993
LTFRB_1501,0.07165186532578625,"Espana Boulevard / Ruperto. S. Crsitobal Streett Intersection, Manila",14.6123,120.996
LTFRB_2308,0.0715476366939137,"Manila-Cavite Expressway, Parañaque City, Manila",14.5112,120.992
LTFRB_1519,0.07147852822237794,"España Blvd / Arsenio H. Lacson Ave  Intersection, Manila",14.6097,120.993
LTFRB_1502,0.07141332706302941,"Ramon Magsaysay High School, Espana Boulevard, Manila",14.6108,120.994
LTFRB_2309,0.07126387182884834,"Manila-Cavite Expressway, Parañaque City, Manila",14.5083,120.992
LTFRB_2120,0.07117686328580984,"Kamias Rd / Maliksi St Intersection, Quezon City, Manila",14.6319,121.05
LTFRB_2311,0.07117420358927992,"Manila-Cavite Expressway, Parañaque City, Manila",14.5015,120.99
LTFRB_2310,0.07098150868708403,"Manila-Cavite Expressway / Pacific Avenue Intersection, Parañaque City, Manila",14.5047,120.991
LTFRB_2312,0.0708922048955739,"Manila-Cavite Expressway, Parañaque City, Manila",14.4991,120.989
LTFRB_1120,0.0708192974275083,"North Luzon Expressway, Valenzuela City",14.6995,120.998
LTFRB_2313,0.0706948562720185,"Manila-Cavite Expressway, Parañaque City, Manila",14.4965,120.988
LTFRB_4435,0.07044989521639329,"Monte de Piedad St / Sgt. J. Catolos, Quezon City, Manila",14.6229,121.049
LTFRB_2119,0.07036703671206285,"Kamias Rd / Colonel Salgado Intersection, Quezon City, Manila",14.6311,121.047
LTFRB_1468,0.0703555451081158,"Camarines, Manila",14.6181,120.984
LTFRB_2616,0.07034199115126799,"South Luzon Expressway / E Service Rd Intersection, Muntinlupa City, Manila",14.4417,121.045
LTFRB_2617,0.07004132150319196,"South Luzon Expressway, Muntinlupa City, Manila",14.4383,121.045
LTFRB_2913,0.06979690472497233,"South Luzon Expressway, Makati City, Manila",14.5382,121.018
LTFRB_2618,0.06974103032040731,"South Luzon Expressway / Don Jesus Blvd Intersection, Muntinlupa City, Manila",14.4345,121.045
LTFRB_4211,0.06949788680201648,"Epifanio de los Santos Av, Quezon City, Manila",14.6247,121.049
LTFRB_4210,0.0693867441614759,"Epifanio de los Santos Av, Quezon City, Manila",14.6264,121.048
LTFRB_3372,0.06936666627605309,"W Bank Rd / Ortigas Ave Intersection, Pasig City, Manila",14.5901,121.092
LTFRB_4209,0.06934225346390044,"Ramon Magsaysay High School, Quezon City, Manila",14.6284,121.047
LTFRB_2056,0.06909585847031849,"Epifanio de los Santos Avenue / United Intersection, Mandaluyong City, Manila",14.5793,121.052
LTFRB_2887,0.06889729454750367,"South Luzon Expressway, Taguig City, Manila",14.4768,121.045
LTFRB_732,0.06845830028988119,"The Church of Jesus Christ of Latter Day Saints, Sarmiento, Quezon City",14.7197,121.041
LTFRB_2884,0.06818419865600521,"South Luzon Expressway, Taguig City, Manila",14.4662,121.045
LTFRB_2711,0.0675809911518179,"Starmall Footbridge, Starmall Starmall Service Rd, Muntinlupa City, Manila",14.417,121.045
LTFRB_733,0.06756885919677026,"Dumalay, Quezon City",14.7208,121.041
LTFRB_3432,0.06712591514075535,"Ortigas Ave / E Bank Rd Intersection, Pagis City, Manila",14.59,121.094
LTFRB_4235,0.06681904023501899,"MMDA EDSA-Julia Vargas Provincial Bus Terminal, Mandaluyong City, Manila",14.5844,121.056
LTFRB_4234,0.0667535807580907,"Epifanio de los Santos Av, Mandaluyong City, Manila",14.5859,121.056
LTFRB_4264,0.06665029837327939,"Roxas Blvd / Antonio Arnaiz Ave, Manila",14.5453,120.991
LTFRB_4228,0.0666182126143288,"Epifanio de los Santos Av, Mandaluyong City, Manila",14.5951,121.059
LTFRB_2912,0.06654775680680824,"South Luzon Expressway, Makati City, Manila",14.5357,121.019
LTFRB_1654,0.06648249613985185,"Traft Avenue, Maila",14.5816,120.985
LTFRB_4266,0.06618529769400429,"San Juan De Dios Educational Foundation, Incorporated, Pasay City, Manila",14.5393,120.992
LTFRB_2910,0.06609229228264027,"South Luzon Expressway, Makati City, Manila",14.53,121.023
LTFRB_2908,0.06558414569523437,"South Luzon Expressway, Taguig City, Manila",14.5238,121.026
LTFRB_2405,0.06535498995232972,"Quirino Ave, Parañaque City, Manila",14.4919,120.988
LTFRB_567,0.0651515281546296,"Kingfisher / Quirino Highway Intersection, Caloocan City",14.733,121.05
LTFRB_568,0.06494354045121922,"Nightingale / Quirino Highway Intersection, Caloocan City",14.7336,121.053
LTFRB_784,0.06491521187748779,"Quirino Highway, Calcoocan City",14.7427,121.078
LTFRB_570,0.06479101893883157,"Novastop, Quirino Highway, Caloocan City",14.7344,121.055
LTFRB_1778,0.06477125974368317,"Quezon Blvd, Manila",14.5974,120.984
LTFRB_1525,0.06435573961876423,"Claro M. Recto Ave / Quezon Blvd Intersection, Manila",14.6031,120.985
LTFRB_1311,0.06398585428857151,"Andreas Bonifacio / Sgt. Emilio Rivera ntersection, Quezon City",14.6438,120.994
LTFRB_4496,0.06354330204494944,"Dumulay  / Quirino Highway, Quezon City, Manila",14.723,121.042
LTFRB_1802,0.06353423423661748,"Arsenio H. Lacson Ave / J. Fajardo Intersection, Manila",14.6076,120.995
LTFRB_1987,0.06341296789178164,"Kalayaan Flyover, Makati City, Manila",14.5568,121.037
LTFRB_4461,0.06336622593789648,"Epifanio de los Santos Ave / Apo, Makati City, Manila",14.5716,121.047
LTFRB_3282,0.06334484179153982,"Ortigas Ave, Pasig City, Manila",14.5891,121.071
LTFRB_4460,0.06320941515220758,"Epifanio de los Santos Ave / Lions Rd, Makati City, Manila",14.5689,121.046
LTFRB_3280,0.06286051555311307,"Ortigas Ave, Pasig City, Manila",14.5888,121.066
LTFRB_2905,0.06253158006079959,"South Luzon Expressway, Taguig City, Manila",14.5112,121.033
LTFRB_2906,0.06239240529158612,"South Luzon Expressway, Taguig City, Manila",14.5161,121.03
LTFRB_1782,0.062320685768829306,"Quezon Blvd, Manila",14.5994,120.984
LTFRB_1988,0.06218287324634747,"Estrella Flyover, Makati City, Manila",14.5585,121.039
LTFRB_1652,0.062172423575372324,"Taft Ave / T.M. Kalaw Intersection, Manila",14.5836,120.984
LTFRB_1651,0.06205723462690273,"Ayala Blvd / Taft Avenue Intersection, Manila",14.5861,120.983
LTFRB_1173,0.061995568021670354,"Quirino Highway / 127 Interior Intersection, Quezon City",14.6667,121.007
LTFRB_1170,0.06198038735831994,"Quirino Highway / S Gonzales Drive Intersection, Quezon City",14.664,121.003
LTFRB_3199,0.06180000534489494,"Ortigas Ave, Pasig City, Manila",14.5895,121.076
LTFRB_1171,0.061677783332088426,"Quirino Highway near Maximina Intersection, Quezon City",14.6648,121.004
LTFRB_1172,0.06137736599420656,"Quirino Highway / Francisco Intersection, Quezon City",14.6655,121.006
LTFRB_1574,0.06074572250525799,"Valariano Fugoso, Manila",14.6039,120.982
LTFRB_1573,0.06046910642902804,"Valariano Fugoso, Manila",14.606,120.982
LTFRB_1614,0.06041792951130657,"Rizal Avenue, Manila",14.6015,120.982
LTFRB_3431,0.06033271547239186,"Ortigas Ave, Pagis City, Manila",14.5898,121.095
LTFRB_3430,0.06033021339629948,"Ortigas Ave, Pagis City, Manila",14.5897,121.097
LTFRB_1621,0.060305777629989246,"McArthur Bridge , Manila",14.5959,120.98
LTFRB_3692,0.060282830943554015,"Marcos Hwy / Amang Rodriguez Ave Intersection, Pasig City, Manila",14.6188,121.093
LTFRB_3429,0.059611633963247215,"Ortigas Ave, Pagis City, Manila",14.5895,121.099
LTFRB_4488,0.0592882212140973,"Padre Burgos St, Manila",14.5872,120.981
LTFRB_3428,0.05926929108143082,"Ortigas Ave / Melbourne Intersection, Pagis City, Manila",14.5894,121.101
LTFRB_3691,0.05917279224421643,"Marcos Hwy, Antipolo City, Manila",14.6196,121.097
LTFRB_3426,0.05907925945350694,"Ortigas Ave, Pagis City, Manila",14.5892,121.102
LTFRB_1572,0.05877022012435625,"Valariano Fugoso, Manila",14.6077,120.982
LTFRB_1646,0.05851086766662035,"Taft Ave, Manila",14.588,120.982
LTFRB_2406,0.058278820675575806,"Quirino Ave, Parañaque City, Manila",14.4885,120.987
LTFRB_2407,0.05794143989424514,"Quirino Ave, Parañaque City, Manila",14.4854,120.985
LTFRB_4240,0.057783739608785675,"Epifanio de los Santos Av, Makati City, Manila",14.5477,121.026
LTFRB_2408,0.057623150584274835,"Quirino Ave, Las Piñas City, Manila",14.4824,120.983
LTFRB_2409,0.05732260709129587,"Quirino Ave, Las Piñas City, Manila",14.48,120.981
LTFRB_3035,0.057168146821058814,"Ortigas Ave, Pasig City, Manila",14.5905,121.087
LTFRB_1235,0.057040112177268724,"Epifanio de los Santos Avenue / Congressional Avenue Intersection, Quezon City",14.6576,121.02
LTFRB_2410,0.057022568218705286,"Quirino Ave, Las Piñas City, Manila",14.4771,120.978
LTFRB_3414,0.05698294020508182,"Ortigas Ave / 5th Avenue Intersection, Pagis City, Manila",14.588,121.108
LTFRB_3425,0.056961073321585384,"Ortigas Ave, Pagis City, Manila",14.5886,121.105
LTFRB_3036,0.05691667766084974,"Ortigas Ave  / C. Raymundo Ave Intersection, Pasig City, Manila",14.5903,121.09
LTFRB_4206,0.056681661678481425,"Epifanio de los Santos Av / Timog Av, Quezon City, Manila",14.6338,121.044
LTFRB_2619,0.05649441772293758,"South Luzon Expressway, Muntinlupa City, Manila",14.4301,121.046
LTFRB_2474,0.05642320535240766,"Quirino Ave, Las Piñas City, Manila",14.473,120.976
LTFRB_1174,0.05629865614706142,"Quirino Highway, Quezon City",14.6683,121.009
LTFRB_1198,0.05627338307594343,"Chowking, Quirino Highway, Quezon City",14.6805,121.019
LTFRB_2620,0.05616732819383889,"South Luzon Expressway, Muntinlupa City, Manila",14.4264,121.045
LTFRB_2412,0.056123629048506436,"Quirino Ave, Las Piñas City, Manila",14.4716,120.974
LTFRB_1175,0.056035496614521584,"Pascual Memorial Elementary School, Quirino Highway, Quezon City",14.6697,121.01
LTFRB_763,0.05586602265947614,"Kalantas / Quirino Highway Intersection, Calcoocan City",14.7475,121.082
LTFRB_2413,0.05582438915819747,"Quirino Ave, Las Piñas City, Manila",14.4691,120.97
LTFRB_1192,0.05580198352979904,"Quirino Highway / Masagana Intersection, Quezon City",14.6712,121.011
LTFRB_1193,0.055648957397023,"Baesa Town Centre, Quirino Highway, Quezon City",14.673,121.013
LTFRB_1194,0.05555787341692052,"Baesa Cemetary, Quirino Highway, Quezon City",14.6742,121.014
LTFRB_2207,0.05554491304532284,"Aurora Blvd / P. Burgos, Quezon City, Manila",14.6298252226,121.0703015327
LTFRB_1195,0.05549874872808207,"Quirino Highway / Rodriguez Drive Intersection, Quezon City",14.6755,121.015
LTFRB_1196,0.05546834534968222,"Inglesia ni Cristo, Quirino Highway, Quezon City",14.677,121.016
LTFRB_1197,0.05544904361982671,"Quirino Highway / Vipra Intersection, Quezon City",14.679,121.018
LTFRB_3433,0.05525175585934823,"Ortigas Ave, Pagis City, Manila",14.5876,121.109
LTFRB_3434,0.05503846964185987,"Ortigas Ave, Pagis City, Manila",14.5873,121.111
LTFRB_1062,0.054999870070580915,"Mindanao Avenue, Quezon City",14.6792,121.032
LTFRB_3827,0.05484780039851251,"E Rodriguez Ave / Bayan-Bayanan Avenue Intersection, Marikina City, Manila",14.6509,121.104
LTFRB_3435,0.05483910253675098,"Ortigas Ave / Gloria Extension Intersection, Pagis City, Manila",14.5871,121.112
LTFRB_760,0.054805815223491025,"Kaymito / Quirino Highway Intersection, Calcoocan City",14.7536,121.085
LTFRB_1952,0.054706933981571365,"Epifanio de los Santos Avenue / Skyway , Lungsod ng Makati, Manila",14.5405,121.017
